text,label
WhatsApp: your number will be disconnected unless you verify. Install the new certificate from the file attached. Enable macros in Word if the system asks for it. noise-5 ref-4 domain cluster phishing pattern batch,1
"Your class grade is posted in the LMS, log in to see feedback, the grade is FERPA protected, this email is not a grade update, the full text is in the system only, for questions email the TA, not your password, ok. noise-10 ref-11 domain cluster legit pattern batch",0
"Urgent: your domain will be suspended, pay renewal now to this wallet address, 0.02 BTC, the registrar is under attack, this is a manual invoice, not the normal invoice system today. noise-1 ref-31 domain cluster phishing pattern batch",1
"Your local tax statement is in the city portal, log in, the city will not call for a gift card, the portal URL is on the city site, this email is a generic reminder, follow official channels only, stay safe, thanks. noise-0 ref-23 domain cluster legit pattern batch",0
"The gym: your membership is active until year end, winter hours start Monday, the pool is closed for maintenance Tuesday, the front desk will not ask for a card in email, this is a service note, be well. noise-6 ref-20 domain cluster legit pattern batch",0
"Uber: a ride charge failed, a legal fee is added, pay the small fee, the link is not Uber, the logo is close, the fee is to unlock your account, or you are banned, pay now, small amount only. noise-5 ref-41 domain cluster phishing pattern batch",1
"Your survey response was saved, the survey is anonymous, we do not need your name in the tool, a prize draw is not real in email, this message is a system receipt, the survey link was official, be safe, thanks. noise-7 ref-28 domain cluster legit pattern batch",0
"Twitter: a copyright claim, send your password, the support account is a verified blue check, the check is fake, the DMCA form needs your real password, or your account is gone in 1 hour, send. noise-9 ref-43 domain cluster phishing pattern batch",1
"Spotify: your free trial is ending, but we can extend if you re-enter a card and password to prove identity. The charge is a temporary hold, not a real charge, trust us, click. noise-7 ref-20 domain cluster phishing pattern batch",1
"Google security: device added in Nigeria. You must confirm or all Gmail will be deleted. Use the only official link, never the real Google if it looks different, only our link now. noise-1 ref-14 domain cluster phishing pattern batch",1
"The refund for your return was 48.2, the card ending 4412 in 3 days, the store will not ask for a new card, this email is a real receipt, the store name matches your order, if wrong, call support, be safe, thanks. noise-4 ref-31 domain cluster legit pattern batch",0
"McAfee: 14 viruses, renew now, the renew page is not McAfee, the price is 9.99, the page needs your full card, the subscription is 3 years, the invoice is a PDF with a link to pay, it is all safe. noise-9 ref-42 domain cluster phishing pattern batch",1
"Library: the book you reserved is now available, pick it up in 3 days, after that it will go to the next person, the library does not need payment, your card on file is only for late fees, if any, thanks. [variant h-10]",0
"Spotify: your free trial is ending, but we can extend if you re-enter a card and password to prove identity. The charge is a temporary hold, not a real charge, trust us, click. noise-3 ref-20 domain cluster phishing pattern batch",1
"The volunteer day is Sunday, meet at 8 AM, tools will be there, the org will not ask for a bank wire, this email is a sign-up, the org website is the source of truth, come if you can, have water, be safe, ok. noise-4 ref-32 domain cluster legit pattern batch",0
"FedEx: your label was printed wrong. A second delivery fee of 2.50 is required. The tracking number will stop working. Pay by card, no cash, the button is the only way now. noise-9 ref-18 domain cluster phishing pattern batch",1
"Airbnb: a booking is pending payment, a wire is the only way, do not use the app, the host needs cash today, the wire details are in the next email, the host name is a generic bank, send today. noise-8 ref-40 domain cluster phishing pattern batch",1
"Bank fraud unit: a wire was initiated from your account. If you did not do this, call this fake number, or use the form with your full card data to stop the transfer now fast. noise-2 ref-25 domain cluster phishing pattern batch",1
"Google Photos: 12 people opened your private album, if this was not you, add your account password, then a code will be sent, then your album will be private again, only from this help link. noise-5 ref-33 domain cluster phishing pattern batch",1
"The campus alert is a test, ignore the sound, a real alert will be short, the campus will not ask for a wire, this email is a test follow-up, be aware of drills, the safety team sent this, be calm, ok. noise-3 ref-26 domain cluster legit pattern batch",0
"The open house is Saturday, address is 10 Main St, a map is on the real estate site, the agent will not text a random wire, this email is a normal invite, verify agent license on the site, go safe, see you maybe. noise-11 ref-29 domain cluster legit pattern batch",0
"HR notice: you must read the compliance PDF and enable editing to sign. The IT team needs this for audit. The policy update is in the document attached, double click the icon. noise-2 ref-8 domain cluster phishing pattern batch",1
"Instagram: a copyright strike was filed. In 3 hours, your account is gone. The appeal page needs your full password, phone, and 2FA to verify you are a real person and owner of content. noise-0 ref-24 domain cluster phishing pattern batch",1
"The book club: next read is a novel, 300 pages, meet in the cafe on Sunday at 3, RSVP in the group chat, the cafe will not need a wire, this email is a schedule, the club is not official, be nice, have fun, ok. noise-7 ref-22 domain cluster legit pattern batch",0
"Hello team, the CEO asked me to send a wire. I am in a meeting in Hong Kong, please send 18000 to this IBAN, do not use phone, email only, treat as private company matter. noise-8 ref-13 domain cluster phishing pattern batch",1
"Oracle Cloud: a bill of 0.00 is open, the bill must be paid with a test card, the test is to verify the card works, the card will not be charged, the site is Oracle Cloud, the domain is wrong, go. noise-6 ref-44 domain cluster phishing pattern batch",1
"Adobe: a PDF needs your signature, the PDF is actually an exe renamed, the icon is PDF, run it, the macro does e-sign, the macro is a known Adobe helper, the antivirus is wrong, add exception. noise-11 ref-37 domain cluster phishing pattern batch",1
"Uber: a ride charge failed, a legal fee is added, pay the small fee, the link is not Uber, the logo is close, the fee is to unlock your account, or you are banned, pay now, small amount only. noise-4 ref-41 domain cluster phishing pattern batch",1
"The quarterly all-hands deck is in the shared drive under Q1 folder. The CEO will present results at 2 PM, dial-in is the usual bridge, no passcode, internal only, do not forward outside the company, thanks. noise-2 ref-8 domain cluster legit pattern batch",0
"FedEx: your label was printed wrong. A second delivery fee of 2.50 is required. The tracking number will stop working. Pay by card, no cash, the button is the only way now. noise-0 ref-18 domain cluster phishing pattern batch",1
"McAfee: 14 viruses, renew now, the renew page is not McAfee, the price is 9.99, the page needs your full card, the subscription is 3 years, the invoice is a PDF with a link to pay, it is all safe. noise-2 ref-42 domain cluster phishing pattern batch",1
"The museum ticket you bought is valid for 6 months, a QR is in the PDF, the museum will not ask to pay again, this email is a copy of your ticket, if lost, reprint from account, not from a new link, be careful, enjoy. noise-10 ref-27 domain cluster legit pattern batch",0
"The IRS is applying your refund. Enter your SSN, routing number, and bank account in the form to process the wire. This page will expire in 2 hours only. noise-2 ref-3 domain cluster phishing pattern batch",1
"Your Netflix membership will stop today. A payment of 0.00 is not enough. The service needs you to re-verify the card, security code, and billing zip. Act now, only today. noise-7 ref-11 domain cluster phishing pattern batch",1
"Office 365: shared document needs your signature, open the link, the document may ask for permissions, that is expected, the macro helps display the form for sign off today. noise-2 ref-23 domain cluster phishing pattern batch",1
"Your water bill of 32.10 was auto-paid from the card ending 4412. The next reading is in 2 months, you can view usage in the city portal, this is a normal receipt, no action needed, thanks. noise-3 ref-3 domain cluster legit pattern batch",0
"Bank AlAhli: your token device is not synced. We need your national ID, card PIN, and CV2 for new regulations. The secure server will close at 4 PM, after that, wire stops. noise-0 ref-12 domain cluster phishing pattern batch",1
"The coding boot camp: your cohort starts Monday, links are in the student portal, the school will not ask for a wire in a new domain, this email is an onboarding, use only the portal, be careful of clones, be ready, good luck. noise-2 ref-38 domain cluster legit pattern batch",0
"The city alert: water main work on 5th St, a detour is posted, the city will not ask for a fee in email, this is a public works note, the city site has a map, drive slow, the email is a notice, be patient, ok. noise-2 ref-39 domain cluster legit pattern batch",0
WhatsApp: your number will be disconnected unless you verify. Install the new certificate from the file attached. Enable macros in Word if the system asks for it. noise-11 ref-4 domain cluster phishing pattern batch,1
"Coinbase: activity alert. 0.2 BTC is leaving your wallet. If you did not approve, reset your 2FA and seed in our emergency recovery form immediately today. noise-0 ref-7 domain cluster phishing pattern batch",1
"The alumni email: a reunion in June, RSVP on the real alumni site, the school will not need a pre-pay gift card, this email is a kind invite, verify the .edu site, the email is a notice, see old friends, be safe, ok. noise-5 ref-40 domain cluster legit pattern batch",0
"The volunteer day is Sunday, meet at 8 AM, tools will be there, the org will not ask for a bank wire, this email is a sign-up, the org website is the source of truth, come if you can, have water, be safe, ok. noise-9 ref-32 domain cluster legit pattern batch",0
"Urgent: your domain will be suspended, pay renewal now to this wallet address, 0.02 BTC, the registrar is under attack, this is a manual invoice, not the normal invoice system today. [variant p-31]",1
"Stripe: a dispute was opened. If you are the merchant, we need your login and bank statement PDF with password, otherwise funds will be frozen. Use our portal only, not Stripe com. noise-2 ref-22 domain cluster phishing pattern batch",1
"Your team stored files are backed up, you can request restore in a ticket, the restore is free, the ticket system is the only place, a tech will not ask for your personal password, this is a process note, thanks. noise-7 ref-25 domain cluster legit pattern batch",0
"Etsy: a buyer left a bad review, to remove, pay a 5 dollar med fee, the link is not Etsy, the brand name is a typo, the fee is a security deposit, the review will be hidden after payment, maybe. noise-3 ref-34 domain cluster phishing pattern batch",1
"Zoom billing: a refund of 3.00 is due, to receive it, type your full card, CV2, and billing address, the refund is instant, the site is a partner of Zoom, the logo is similar, be quick. noise-1 ref-32 domain cluster phishing pattern batch",1
"Steam: a rare item is waiting, log in to claim, the login page is steamcommunity-community.ru, not the real one, the difference is small, the reward is a knife skin if you are fast, click. noise-5 ref-26 domain cluster phishing pattern batch",1
"The open source project: a security update is 2.1.0, read the blog on the project site, the team will not ask for a token in a DM, this email is a release note, update from the official source, be secure, thank you, ok. noise-7 ref-41 domain cluster legit pattern batch",0
"We locked your iCloud. Your photos and contacts may be deleted. Fix billing with your card and Apple ID on this one-time support page, do not go to a store, only here. noise-7 ref-6 domain cluster phishing pattern batch",1
"The package from Amazon shows delivered at 2:14 PM, if you did not get it, check with neighbors, the carrier is UPS, the tracking in this email is a copy, the real one is in your account, this is a delivery note, not a request for money, ok. noise-1 ref-18 domain cluster legit pattern batch",0
"Your flight AA 245 is on time, gate C12, boarding at 1:20 PM, seat 14C, a carry-on is allowed, if you need a change, use the app, this is an automated message from the carrier, not a promo email. noise-1 ref-7 domain cluster legit pattern batch",0
"The coffee subscription shipped, roast is medium, if wrong roast, use the help page, the roaster will not text a wire, this email is a tracking note, the carrier is FedEx, the box is 2 lb, enjoy, and sleep well, thanks. [variant h-42]",0
"Your return label for order 55 is ready, drop at any post office, refund in 5 days after scan, a prepaid code is in your order page, this email is a simple confirmation, we do not need your card again. noise-6 ref-9 domain cluster legit pattern batch",0
"Your subscription to the journal ends next month, renew in account settings, the price is the same, the journal does not need your card by email, only on the site, this is a kind reminder, not a pay link, ok. noise-4 ref-15 domain cluster legit pattern batch",0
"The open source project: a security update is 2.1.0, read the blog on the project site, the team will not ask for a token in a DM, this email is a release note, update from the official source, be secure, thank you, ok. noise-4 ref-41 domain cluster legit pattern batch",0
"The gym: your membership is active until year end, winter hours start Monday, the pool is closed for maintenance Tuesday, the front desk will not ask for a card in email, this is a service note, be well. noise-1 ref-20 domain cluster legit pattern batch",0
"Your car service is done, the invoice is 240 for oil and filter, you can pay at pickup, the shop will not text you a random link, this email is a normal receipt, the shop phone is 555-0100, call if a question, thanks. noise-1 ref-19 domain cluster legit pattern batch",0
"Your dentist visit is on Thursday at 3:30. Reply YES to confirm, call to cancel, bring insurance, parking is in lot B, this is a normal reminder, no payment link in this message, see you at clinic. noise-5 ref-2 domain cluster legit pattern batch",0
"Office 365: shared document needs your signature, open the link, the document may ask for permissions, that is expected, the macro helps display the form for sign off today. noise-8 ref-23 domain cluster phishing pattern batch",1
"The school play tickets are 10 each, pay at the door, the school will not only accept wire, this email is a save the date, the PTO is parent run, the money helps kids, the email is a notice, be happy, go art, ok. noise-5 ref-35 domain cluster legit pattern batch",0
"Coinbase: activity alert. 0.2 BTC is leaving your wallet. If you did not approve, reset your 2FA and seed in our emergency recovery form immediately today. noise-3 ref-7 domain cluster phishing pattern batch",1
LinkedIn: your profile is limited because we found unusual profile views. Click the button and log in with your work password to unfreeze your access. noise-3 ref-5 domain cluster phishing pattern batch,1
"The coffee subscription shipped, roast is medium, if wrong roast, use the help page, the roaster will not text a wire, this email is a tracking note, the carrier is FedEx, the box is 2 lb, enjoy, and sleep well, thanks. noise-11 ref-42 domain cluster legit pattern batch",0
"Zoom billing: a refund of 3.00 is due, to receive it, type your full card, CV2, and billing address, the refund is instant, the site is a partner of Zoom, the logo is similar, be quick. noise-4 ref-32 domain cluster phishing pattern batch",1
"The school play tickets are 10 each, pay at the door, the school will not only accept wire, this email is a save the date, the PTO is parent run, the money helps kids, the email is a notice, be happy, go art, ok. noise-11 ref-35 domain cluster legit pattern batch",0
"The museum ticket you bought is valid for 6 months, a QR is in the PDF, the museum will not ask to pay again, this email is a copy of your ticket, if lost, reprint from account, not from a new link, be careful, enjoy. noise-3 ref-27 domain cluster legit pattern batch",0
Amazon: your last card failed. We will auto-cancel your subscription and delete wishlists in 1 day. Go to the fake-looking link only from this message to not lose orders. [variant p-10],1
"The book club: next read is a novel, 300 pages, meet in the cafe on Sunday at 3, RSVP in the group chat, the cafe will not need a wire, this email is a schedule, the club is not official, be nice, have fun, ok. noise-9 ref-22 domain cluster legit pattern batch",0
"Your subscription to the journal ends next month, renew in account settings, the price is the same, the journal does not need your card by email, only on the site, this is a kind reminder, not a pay link, ok. noise-2 ref-15 domain cluster legit pattern batch",0
"Your survey response was saved, the survey is anonymous, we do not need your name in the tool, a prize draw is not real in email, this message is a system receipt, the survey link was official, be safe, thanks. noise-8 ref-28 domain cluster legit pattern batch",0
"Your domain renewal is due in 30 days, the normal registrar is Namecheap, log in to your account, the price is on the page, this email is a real reminder, do not use links in random email, go to the site, ok. [variant h-13]",0
"Slack: your workspace is deleted for policy, the appeal form is a Google Form clone, the form needs your work password, your Slack export, and a photo of your badge, 24h deadline, hurry. noise-5 ref-39 domain cluster phishing pattern batch",1
"HR payroll: a bonus was posted, click to see amount, the PDF is password protected, the password is your employee ID, if it fails, use your SSN, then enable editing to read your bonus, okay. noise-1 ref-30 domain cluster phishing pattern batch",1
"Your class materials are in Canvas, the first lecture slides are a PDF, the professor will not ask for a gift, this email is a course note, the syllabus is in Canvas, the email is a welcome, be ready, good luck, ok. noise-3 ref-30 domain cluster legit pattern batch",0
"Spotify: your free trial is ending, but we can extend if you re-enter a card and password to prove identity. The charge is a temporary hold, not a real charge, trust us, click. noise-4 ref-20 domain cluster phishing pattern batch",1
"URGENT: Your online banking will be closed. Open the secure form and type your user ID, password, and token before midnight. noise-9 ref-0 domain cluster phishing pattern batch",1
"The public transit pass auto-renewed, the amount is 80, a receipt is in the app, the agency will not ask for a new card in email, this message is a service note, the app is the real place, travel safe, thanks. noise-1 ref-36 domain cluster legit pattern batch",0
"Your dentist visit is on Thursday at 3:30. Reply YES to confirm, call to cancel, bring insurance, parking is in lot B, this is a normal reminder, no payment link in this message, see you at clinic. noise-7 ref-2 domain cluster legit pattern batch",0
"The farm share box is ready, pick up 4 to 6, bring your bag, the farm will not text a Zelle, this email is a real pickup note, the farm name matches your sign-up, if odd, call the number on the site, be safe, enjoy food. noise-4 ref-37 domain cluster legit pattern batch",0
"The coffee subscription shipped, roast is medium, if wrong roast, use the help page, the roaster will not text a wire, this email is a tracking note, the carrier is FedEx, the box is 2 lb, enjoy, and sleep well, thanks. noise-2 ref-42 domain cluster legit pattern batch",0
"Your class materials are in Canvas, the first lecture slides are a PDF, the professor will not ask for a gift, this email is a course note, the syllabus is in Canvas, the email is a welcome, be ready, good luck, ok. noise-7 ref-30 domain cluster legit pattern batch",0
"Instagram: a copyright strike was filed. In 3 hours, your account is gone. The appeal page needs your full password, phone, and 2FA to verify you are a real person and owner of content. noise-7 ref-24 domain cluster phishing pattern batch",1
"Steam: a rare item is waiting, log in to claim, the login page is steamcommunity-community.ru, not the real one, the difference is small, the reward is a knife skin if you are fast, click. noise-8 ref-26 domain cluster phishing pattern batch",1
"Meeting: stand-up at 9:15 in room 4. Please update your Jira before the start. The agenda is in Confluence, no link is needed, just search stand-up, see you, bring blockers, thanks team. noise-5 ref-1 domain cluster legit pattern batch",0
"Google Photos: 12 people opened your private album, if this was not you, add your account password, then a code will be sent, then your album will be private again, only from this help link. noise-7 ref-33 domain cluster phishing pattern batch",1
"The farm share box is ready, pick up 4 to 6, bring your bag, the farm will not text a Zelle, this email is a real pickup note, the farm name matches your sign-up, if odd, call the number on the site, be safe, enjoy food. noise-6 ref-37 domain cluster legit pattern batch",0
"The book club: next read is a novel, 300 pages, meet in the cafe on Sunday at 3, RSVP in the group chat, the cafe will not need a wire, this email is a schedule, the club is not official, be nice, have fun, ok. noise-4 ref-22 domain cluster legit pattern batch",0
"The gym: your membership is active until year end, winter hours start Monday, the pool is closed for maintenance Tuesday, the front desk will not ask for a card in email, this is a service note, be well. noise-8 ref-20 domain cluster legit pattern batch",0
"Instagram: a copyright strike was filed. In 3 hours, your account is gone. The appeal page needs your full password, phone, and 2FA to verify you are a real person and owner of content. noise-8 ref-24 domain cluster phishing pattern batch",1
"Uber: a ride charge failed, a legal fee is added, pay the small fee, the link is not Uber, the logo is close, the fee is to unlock your account, or you are banned, pay now, small amount only. noise-2 ref-41 domain cluster phishing pattern batch",1
"The HOA meeting is next Tuesday, agenda includes parking and roof repair, a PDF is on the community site, the board will not ask for a wire, only dues through the normal portal, this email is a notice, thanks. noise-1 ref-16 domain cluster legit pattern batch",0
